,SMILES,%F,logK(%F),MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule,Category
1238,N=C(O)CN1CC(O)CC1=O,75.0,0.4771212547196624,158.15699999999995,3,3,-0.8851300000000002,1,0
1239,N=C(O)CN1CC(c2ccccc2)CC1=O,99.99,3.9999565683799694,218.256,2,2,1.53777,1,1
1240,N=C(O)CN1CCCC1=O,99.99,3.9999565683799694,142.158,2,2,0.1440700000000001,1,1
1241,N=C(O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,70.0,0.3679767852945944,638.8319999999999,3,2,6.323970000000005,0,0
1242,N=C(O)N1c2ccccc2C2OC2c2ccccc21,90.0,0.9542425094393248,252.273,2,2,3.443470000000002,1,1
1243,N=C(O)N1c2ccccc2CC(O)c2ccccc21,90.0,0.9542425094393248,254.289,2,3,2.906970000000001,1,1
1244,N=C(O)NC=C1N=C(O)C(CN=C(O)CC(N)CCCN)N=C(O)C(CO)N=C(O)C(N)CN=C(O)C(C2CCNC(=N)N2)N=C1O,1.0,-1.99563519459755,668.7170000000001,12,16,-2.569259999999997,0,0
1245,N=C(O)NO,79.0,0.5754077965565222,76.05499999999999,2,4,-0.54203,1,1
1246,N=C(O)OCC(COC(=N)O)c1ccccc1,90.0,0.9542425094393248,238.24300000000005,4,4,1.78894,1,1
1247,N=C(O)OCC(O)c1ccccc1Cl,94.0,1.194976603216055,215.636,3,3,1.88277,1,1
1248,N=C(O)c1ccccc1O,10.0,-0.9542425094393248,137.13799999999998,2,3,1.27557,1,0
1249,N=C(O)c1cn(Cc2c(F)cccc2F)nn1,85.0,0.7533276666586115,238.197,4,2,1.4879699999999998,1,1
1250,N=C(O)c1cnccn1,90.0,0.9542425094393248,123.11499999999998,3,2,0.3599699999999999,1,1
1251,N=C(O)c1ncn(C2OC(CO)C(O)C2O)c1N,5.0,-1.278753600952829,258.23400000000004,8,6,-2.03983,0,0
1252,N=C(O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,89.0,0.9079973214866878,320.757,5,3,3.6336700000000017,1,1
1253,N=C1CCN(C2CSC(CO)O2)C(O)=N1,86.0,0.7883704155653297,231.277,5,3,-0.0087300000000001,1,1
1254,N=C1N=C2NC(N)=C(c3ccccc3)N=C2C(N)N1,51.0,0.0173740960694227,255.28500000000005,5,5,-0.46313,1,0
1255,N=C1NCC2c3ccccc3Cc3ccccc3N12,40.0,-0.1760912590556812,249.317,1,2,2.676470000000001,1,0
1256,N=c1[nH]c(C(=CCC(=O)O)C(O)=NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,82.5,0.6734158998636307,410.4330000000001,7,5,0.6224700000000004,1,1
1257,N=c1[nH]c(N2CCCCC2)cc[n+]1[O-],95.0,1.2787536009528289,194.23800000000003,3,2,0.1178700000000001,1,1
1258,N=c1[nH]c(O)ncc1F,84.0,0.7201593034059569,129.094,3,3,-0.26613,1,1
1259,N=c1c2c([nH]c3ccccc13)CCCC2,17.0,-0.6886291709978,198.26899999999992,1,2,2.5261700000000005,1,0
1260,N=c1ccc(N=Nc2ccccc2)c(N)[nH]1,60.0,0.1760912590556812,213.24400000000003,4,3,2.49177,1,0
1261,N=c1ccn(C2COC(CO)S2)c(O)n1,80.0,0.6020599913279624,229.261,7,3,-0.35143,1,1
1262,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(O)n1,10.0,-0.9542425094393248,263.2,7,4,-1.0459300000000005,1,0
1263,N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1,20.0,-0.6020599913279624,243.219,8,5,-2.32033,1,0
1264,N=c1ccn(CC(CO)OCP(=O)(O)O)c(O)n1,5.0,-1.278753600952829,279.189,7,5,-1.4191300000000002,1,0
1265,N=c1nc(N2CCCCC2)cc(N)n1O,95.0,1.278753601,209.253,6,3,0.1723700000000003,1,1
1266,N=c1nc(O)c2[nH]cc(Cc3cccnc3)c2[nH]1,33.0,-0.307560862822939,241.254,4,4,1.06187,1,0
1267,N=c1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,75.0,0.4771212547196624,441.40400000000017,9,7,0.1978699999999995,0,0
1268,N=c1nc(O)c2ncn(C3CC(CO)C3CO)c2[nH]1,30.0,-0.3679767852945944,265.273,7,5,-0.8937300000000001,1,0
1269,N=c1nc(O)c2ncn(CCC(CO)CO)c2[nH]1,77.0,0.524762889154889,253.262,7,5,-1.0646300000000002,1,1
1270,N=c1nc(O)c2ncn(COCCO)c2[nH]1,22.5,-0.5371191843949478,225.208,7,4,-1.0891300000000002,1,0
1271,N=c1nc(O)n(C2C=CC(CO)O2)cc1F,41.0,-0.1580681549224086,227.195,6,3,-0.3468300000000003,1,0
1272,N=c1nc(O)n(C2CCC(CO)O2)cc1F,93.0,1.1233849085396783,229.211,6,3,-0.1228300000000001,1,1
1273,N=c1nc(S)c2nc[nH]c2[nH]1,30.0,-0.3679767852945944,167.197,4,4,0.0541699999999999,1,0
1274,N=c1nc2c(ncn2C2C=CC(CO)C2)c(NC2CC2)[nH]1,83.0,0.6886291709978,286.33900000000006,6,4,0.9226699999999995,1,1
1275,N=c1ncn(C2OC(CO)C(O)C2O)c(O)n1,18.0,-0.6585413472804106,244.207,9,5,-2.92533,1,0
1276,N=c1nnc(-c2cccc(Cl)c2Cl)c(N)[nH]1,98.0,1.6901960800285136,256.09599999999995,4,3,1.84017,1,1
1277,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,1.0,-1.995635195,505.4580000000001,2,6,3.3366000000000007,0,0
1278,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,17.0,-0.688629171,426.5600000000003,3,1,3.957500000000003,1,0
1279,NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,2.0,-1.69019608,362.3900000000002,5,4,-1.808099999999996,1,0
1280,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CCSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,15.0,-0.753327667,1069.2379999999991,15,13,-4.341700000000018,0,0
1281,NC(=O)CCCNC(=C1C=C(F)C=CC1=O)c1ccc(Cl)cc1,60.0,0.176091259,334.778,3,2,2.898500000000001,1,0
1282,NC(=O)CN1CC(O)CC1=O,75.0,0.477121255,158.15699999999995,3,2,-1.9351,1,0
1283,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,80.0,0.602059991,273.357,2,1,2.01,1,1
1284,NC(=O)N1c2ccccc2C=Cc2ccccc21,70.0,0.367976785,236.274,1,1,3.3872000000000018,1,0
1285,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,95.0,1.278753601,252.273,2,1,2.6422000000000008,1,1
1286,NC(=O)NO,79.0,0.575407797,76.05499999999999,2,3,-0.9561000000000002,1,1
1287,NC(=O)OCC(COC(N)=O)c1ccccc1,90.0,0.954242509,238.243,4,2,0.9607999999999992,1,1
1288,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,85.0,0.753327667,238.197,4,1,0.7035000000000001,1,1
1289,NC(=O)c1cnccn1,90.0,0.954242509,123.11499999999998,3,1,-0.4245000000000001,1,1
1290,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,10.0,-0.954242509,258.23400000000004,8,5,-2.8243,1,0
1291,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,12.0,-0.8653014261025438,259.218,8,5,-2.7009,1,0
1292,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,60.0,0.176091259,244.207,8,4,-3.0114999999999994,1,0
1293,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CSC12)c1ccc(O)cc1,66.0,0.288065018,462.5130000000001,9,5,0.0410000000000004,1,0
1294,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,94.0,1.194976603,349.77400000000006,4,3,0.7108000000000003,1,1
1295,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,90.0,0.954242509,367.814,5,3,0.6213000000000004,1,1
1296,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,90.0,0.954242509,213.189,5,5,-0.4569000000000002,1,1
1297,NC(C(O)=NC1C(=O)N2C(C(=O)O)=C(CSc3cnn[nH]3)CSC12)c1ccc(O)cc1,66.0,0.2880650184996135,462.5130000000001,9,5,0.8813,1,0
1298,NC(C(O)=NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,90.0,0.9542425094393248,367.814,5,3,1.4615999999999998,1,1
1299,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,87.0,0.8255759,407.31800000000015,5,1,2.0165,1,1
1300,NC(CCS)C(=O)O,53.0,0.0521780116650715,135.188,3,3,-0.2818000000000003,1,0
1301,NC(CNC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,94.0,1.194976603216055,335.791,4,3,1.1842,1,1
1302,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,70.0,0.367976785,220.228,3,4,0.8279000000000003,1,0
1303,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,65.0,0.2688453122925799,776.8720000000001,4,3,4.5573000000000015,0,0
1304,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,71.0,0.3888603508201191,305.205,3,2,1.925,1,0
1305,NC(Cc1ccc(O)c(O)c1)C(=O)O,41.0,-0.158068155,197.19,4,4,0.0522000000000001,1,0
1306,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,81.0,0.629731418,246.097,1,2,1.3359,1,1
1307,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,50.0,0.0,229.631,5,4,-1.2919999999999998,1,0
1308,NC(N)=NC(N)=NCCc1ccccc1,55.0,0.087150176,205.265,1,3,-0.1827999999999991,1,0
1309,NC(N)=NCC1COC2(CCCCC2)O1,85.0,0.753327667,213.28099999999992,3,2,0.3355999999999997,1,1
1310,NC(N)=NCCCC(N)C(=O)O,68.0,0.327358934,174.20399999999998,3,4,-1.548099999999999,1,0
1311,NC(N)=NN=Cc1c(Cl)cccc1Cl,75.0,0.477121255,231.086,2,2,1.6007000000000005,1,0
1312,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,42.0,-0.140178703,337.456,6,4,-0.7679999999999998,1,0
1313,NC12CC3CC(CC(C3)C1)C2,90.0,0.954242509,151.253,1,1,1.9139,1,1
1314,NC1C(O)OC(CO)C(O)C1O,26.0,-0.454258372,179.17200000000005,6,5,-3.254999999999999,1,0
1315,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,91.0,1.0047988828817689,416.3590000000001,6,2,1.8945,1,1
1316,NC1CC1c1ccccc1,50.0,0.0,133.194,1,1,1.5012,1,0
1317,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,90.0,0.954242509,365.79200000000014,5,2,2.3645,1,1
1318,NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC12CC2,89.0,0.907997321,409.8200000000002,5,2,2.702600000000001,1,1
1319,NC1CON=C1O,80.0,0.6020599913279624,102.093,3,2,-0.7846,1,1
1320,NC1CONC1=O,80.0,0.602059991,102.093,3,2,-1.624900000000001,1,1
1321,NCC(=O)CCC(=O)O,60.0,0.176091259,131.131,3,2,-0.6210000000000004,1,0
1322,NCC(CC(=O)O)c1ccc(Cl)cc1,90.0,0.954242509,213.664,2,2,1.857,1,1
1323,NCC(O)c1ccc(O)c(O)c1,3.0,-1.50965048,169.17999999999998,4,4,0.0898999999999999,1,0
1324,NCC(O)c1ccc(O)cc1,5.0,-1.278753600952829,153.18099999999998,3,3,0.3843,1,0
1325,NCC(O)c1cccc(O)c1,5.0,-1.278753601,153.18099999999998,3,3,0.3842999999999999,1,0
1326,NCC1(CC(=O)O)CCCCC1,60.0,0.176091259,171.23999999999992,2,2,1.3702999999999994,1,0
1327,NCC1CCC(C(=O)O)CC1,34.0,-0.288065018,157.21299999999997,2,2,0.8361000000000001,1,0
1328,NCC1OC(COC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,3.0,-1.5096504795465824,628.6770000000004,19,13,-8.852800000000018,0,0
1329,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,3.0,-1.50965048,614.6500000000003,19,13,-8.895300000000017,0,0
1330,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,2.0,-1.69019608,615.6340000000004,19,13,-8.861700000000015,0,0
1331,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,1.0,-1.995635195,467.52000000000015,14,10,-6.295799999999999,0,0
1332,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,1.0,-1.995635195,484.5030000000001,15,11,-7.2913999999999985,0,0
1333,NCCC(O)(P(=O)(O)O)P(=O)(O)O,1.0,-1.995635195,235.069,4,6,-1.6633000000000002,0,0
1334,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.0,-2.0,585.6080000000002,17,13,-8.424200000000015,0,0
1335,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.0,-2.0,552.6260000000003,15,11,-6.399400000000004,0,0
1336,NCCC(O)C(O)=NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.01,-3.999956568380192,585.6080000000002,17,13,-7.583900000000006,0,0
1337,NCCC(O)C(O)=NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.01,-3.999956568380192,552.6260000000003,15,11,-5.5591,0,0
1338,NCCCC(N)(C(=O)O)C(F)F,55.0,0.0871501757189002,182.17,3,3,-0.2274999999999994,1,0
1339,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,1.0,-1.995635195,249.096,4,6,-1.2732,0,0
1340,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,25.0,-0.477121255,405.4950000000002,5,4,1.2352000000000007,1,0
1341,NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O,67.0,0.3075608628229389,440.4770000000002,5,3,2.7845000000000004,1,0
1342,NCCCNCCSP(=O)(O)O,99.0,1.995635195,214.227,4,4,-0.2492999999999997,1,1
1343,NCCNCCNCCN,92.5,1.091080469,146.238,4,4,-1.916999999999998,1,1
1344,NCCc1ccc(O)c(O)c1,76.0,0.5006023505691853,153.18099999999998,3,3,0.5989999999999998,1,1
1345,NN=c1cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,75.0,0.4771212547196624,269.30800000000005,4,2,0.3826,1,0
1346,NNC(=O)c1ccncc1,80.0,0.602059991,137.142,3,2,-0.3149000000000006,1,1
1347,NNc1nncc2ccccc12,23.0,-0.524762889,160.17999999999998,4,2,0.9153999999999998,1,0
1348,NS(=O)(=O)Cc1noc2ccccc12,49.0,-0.0173740960694226,212.23,4,1,0.6163,1,0
1349,NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,10.0,-0.954242509,370.8470000000001,7,3,1.8410999999999995,1,0
1350,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,92.0,1.06069784,362.407,5,2,2.4247000000000005,1,1
1351,NS(=O)(=O)c1cc(C(O)=NN2CC3C4CCC(C4)C3C2)ccc1Cl,80.0,0.6020599913279624,369.87400000000014,4,2,2.1849,1,1
1352,NS(=O)(=O)c1cc(C2(O)N=C(O)c3ccccc32)ccc1Cl,64.0,0.2498774732165999,338.77200000000005,4,3,1.4990000000000003,1,0
1353,NS(=O)(=O)c1cc(Cl)cc(NCc2ccco2)c1C(=O)O,71.0,0.3888603508201191,330.7490000000001,5,3,1.8907000000000005,1,0
1354,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,90.0,0.954242509,421.4220000000001,5,3,1.6254000000000004,1,1
1355,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,50.0,0.0,331.297,5,3,0.0141000000000005,1,0
1356,NS(=O)(=O)c1cc2c(cc1Cl)N=CN(CSCc1ccccc1)S2(=O)=O,25.0,-0.477121255,431.94800000000015,6,1,2.5424000000000007,1,0
1357,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,13.0,-0.8255759003117817,295.72900000000004,5,2,-0.0608999999999999,1,0
1358,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,60.0,0.176091259,380.662,5,3,0.8210000000000004,1,0
1359,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,99.0,1.995635195,379.8910000000002,5,3,1.5976,1,1
1360,NS(=O)(=O)c1cc2c(cc1Cl)NC(CN1CCCC1)NS2(=O)=O,99.99,3.9999565683799694,380.8790000000002,6,3,0.1131000000000004,1,1
1361,NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1)N=C2O,53.0,0.0521780116650715,337.78800000000007,4,3,2.416300000000001,1,0
1362,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,71.0,0.388860351,297.74500000000006,5,3,-0.3512999999999996,1,0
1363,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,77.0,0.524762889,378.1080000000002,3,3,3.1869000000000014,1,1
1364,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,67.0,0.307560863,334.169,3,2,2.889400000000001,1,0
1365,Nc1c2c(nc3ccccc13)CCCC2,17.0,-0.688629171,198.26899999999992,2,1,2.695800000000001,1,0
1366,Nc1cc(-c2ccncc2)c[nH]c1=O,93.0,1.123384909,187.202,3,2,1.0191,1,1
1367,Nc1cc(-c2ccncc2)cnc1O,93.0,1.1233849085396783,187.202,4,2,1.4314,1,1
1368,Nc1cc(OCC2CC2)c(C(O)=NC2CN3CCC2CC3)cc1Cl,82.0,0.6585413472804106,349.8620000000001,4,2,3.1098000000000017,1,1
1369,Nc1ccc(O)c(C(=O)O)c1,25.0,-0.4771212547196624,153.137,3,3,0.6726000000000001,1,0
1370,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,90.0,0.954242509,250.28300000000004,5,2,0.8596000000000001,1,1
1371,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,93.0,1.123384909,248.307,4,2,1.6838000000000002,1,1
1372,Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,93.0,1.1233849085396783,249.29100000000005,4,2,1.8072,1,1
1373,Nc1cccc2c1CN(C1CCC(O)=NC1=O)C2=O,70.0,0.3679767852945944,259.265,3,2,0.8701000000000001,1,0
1374,Nc1ccccc1NC(=O)c1ccc(CN=C(O)OCc2cccnc2)cc1,85.0,0.7533276666586115,376.4160000000001,5,3,3.5469000000000017,1,1
1375,Nc1ccn(C2CCC(CO)O2)c(=O)n1,88.0,0.865301426,211.221,6,2,-0.5046000000000002,1,1
1376,Nc1ccn(C2COC(CO)S2)c(=O)n1,80.0,0.602059991,229.261,7,2,-0.5940999999999999,1,1
1377,Nc1ccn(C2CSC(CO)O2)c(=O)n1,86.0,0.788370416,229.261,7,2,-0.5941000000000001,1,1
1378,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,20.0,-0.602059991,243.219,8,4,-2.563,1,0
1379,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,5.0,-1.278753601,279.189,7,4,-1.6618000000000002,1,0
1380,Nc1nc(=O)[nH]cc1F,84.0,0.720159303,129.09399999999997,3,2,-0.5088000000000001,1,1
1381,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,4.0,-1.380211242,473.4460000000002,9,7,-0.7310999999999974,0,0
1382,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,77.0,0.524762889,253.262,7,4,-1.3073,1,1
1383,Nc1nc(=S)c2[nH]cnc2[nH]1,30.0,-0.367976785,167.197,4,3,0.5976899999999998,1,0
1384,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,82.5,0.6734159,410.4330000000001,8,4,-0.0481999999999998,1,1
1385,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,45.0,-0.087150176,285.69100000000003,8,3,-0.2974000000000004,1,0
1386,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,50.0,0.0,303.681,8,3,-0.3494000000000002,1,0
1387,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,57.5,0.1312789146393189,365.21400000000006,10,5,-1.7239000000000009,1,0
1388,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,51.0,0.017374096,253.26900000000003,7,3,0.8334000000000001,1,0
1389,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,83.0,0.688629171,286.33900000000006,7,3,1.0922999999999998,1,1
1390,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,4.0,-1.380211242,255.234,8,4,-1.970899999999999,1,0
1391,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,22.5,-0.537119184,225.208,7,3,-1.3318000000000003,1,0
1392,Nc1nc2ccc(OC(F)(F)F)cc2s1,64.0,0.249877473,234.2019999999999,4,1,2.7771,1,0
1393,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,75.0,0.477121255,441.40400000000017,9,6,-0.0447999999999994,0,0
1394,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.0,-2.0,267.245,9,4,-1.9800000000000009,1,0
1395,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,12.0,-0.8653014261025438,273.1889999999999,7,3,-0.4397000000000001,1,0
1396,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,97.6,1.609238576,256.09599999999995,5,2,2.0098,1,1
1397,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,7.0,-1.123384909,312.41300000000007,2,0,2.5349000000000004,1,0
1398,O=C(CCCCCCC(=O)Nc1ccccc1)NO,43.0,-0.1224064,264.32500000000005,3,3,2.4711,1,0
1399,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,75.0,0.477121255,379.4350000000002,4,1,3.6784000000000026,1,0
1400,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,50.0,0.0,420.3220000000002,3,1,4.534700000000004,1,0
1401,O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,60.0,0.176091259,375.87100000000015,3,1,4.425600000000004,1,0
1402,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,40.0,-0.176091259,381.4510000000002,4,1,3.7687000000000026,1,0
1403,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,40.0,-0.1760912590556812,381.4510000000002,5,1,4.181000000000004,1,0
1404,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,82.0,0.658541347,323.13199999999995,5,3,0.9089999999999998,1,1
1405,O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,5.0,-1.278753600952829,370.792,4,3,3.0195000000000007,1,0
1406,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,18.0,-0.658541347,347.46200000000016,2,2,3.604800000000002,1,0
1407,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,95.0,1.278753601,414.34600000000006,4,2,3.440700000000001,1,1
1408,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,80.0,0.6020599913279624,435.8890000000001,6,1,2.5199000000000007,1,1
1409,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,75.0,0.4771212547196624,268.744,3,1,1.4020000000000006,1,0
1410,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,7.0,-1.123384909,339.3920000000002,6,4,-0.2366999999999992,1,0
1411,O=C(NCCO[N+](=O)[O-])c1cccnc1,75.0,0.477121255,211.177,5,1,0.0196999999999998,1,0
1412,O=C(O)C(=O)O,7.0,-1.123384909,90.03399999999999,2,2,-0.8443999999999998,1,0
1413,O=C(O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,26.0,-0.454258372,389.4520000000002,5,3,1.1170000000000004,1,0
1414,O=C(O)C(S)C(S)C(=O)O,20.0,-0.6020599913279624,182.222,4,4,-0.2476000000000001,1,0
1415,O=C(O)C1C(=CCO)OC2CC(=O)N21,75.0,0.4771212547196624,199.162,4,2,-1.0956,1,0
1416,O=C(O)C1CCCC2SCCC(N=C(O)C(S)Cc3ccccc3)C(=O)N21,30.0,-0.3679767852945944,408.5450000000002,5,3,2.7813000000000008,1,0
1417,O=C(O)C1CSCN1C(=O)C1CCC(O)=N1,45.0,-0.0871501757189001,244.272,4,2,0.0913999999999994,1,0
1418,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,91.0,1.004798883,314.72800000000007,3,2,2.5827,1,1
1419,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,78.0,0.5496719218682742,254.28500000000005,2,1,3.4011000000000022,1,1
1420,O=C(O)CCCCC1CCSS1,29.0,-0.388860351,206.332,3,1,2.7851000000000017,1,0
1421,O=C(O)CCCCC1SCC2N=C(O)NC21,99.0,1.99563519459755,244.31600000000003,4,3,1.0012,1,1
1422,O=C(O)CCCCC1SCC2NC(=O)NC21,99.0,1.995635195,244.31600000000003,3,3,0.7968000000000001,1,1
1423,O=C(O)CCCCON=C(c1cccnc1)c1cccc(C(F)(F)F)c1,90.0,0.9542425094393248,366.33900000000006,4,1,4.124300000000003,1,1
1424,O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,80.0,0.6020599913279624,388.8950000000002,4,1,4.170200000000004,1,1
1425,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,82.0,0.658541347,304.217,2,1,3.377900000000002,1,1
1426,O=C(O)CCCc1ccccc1,78.0,0.5496719218682742,164.204,1,1,2.0939,1,1
1427,O=C(O)CCNC(=O)c1ccc(NN=C2C=CC(=O)C(C(=O)O)=C2)cc1,1.0,-1.995635195,357.3220000000001,6,4,0.8088999999999997,1,0
1428,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,98.0,1.69019608,293.32200000000006,3,1,4.025800000000003,1,1
1429,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,90.0,0.954242509,388.8950000000002,4,1,3.148200000000002,1,1
